CAND_ID,CAND_F_NAME,CAND_L_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,,
S8MI00281, DEBBIE,STABENOW,I,1,DEM,13467045.34,954331.75,14887956.20,913.92,3203218.13,1782307.27,0.00,0.00,0.00,0.00,0.00,0.00,9550645.22,MI,0.00,,,,,,2876408.28,48400,43465,207652.85,,,40921
S4MI00298, BOB,CARR,C,2,REP,4042.00,0.00,4039.00,0.00,0.00,15.00,0.00,2407.00,0.00,0.00,0.00,0.00,1635.00,MI,0.00,,,,,,0.00,0,43465,0,,,0
S4MI00363, TERRI LYNN,LAND,O,2,REP,40398.00,0.00,100451.00,0.00,60055.00,0.00,40000.00,0.00,0.00,988.00,0.00,0.00,0.00,MI,0.00,,,,,,0.00,0,43348,0,,,0
S8MI00356, LENA ROSE,EPSTEIN,C,2,REP,2723098.57,2359.84,2675140.12,1917.37,0.00,47958.02,0.00,1168789.82,0.00,0.00,0.00,428689.82,1340529.05,MI,0.00,,,,,,202450.00,6227.6,43465,35300,,,200
S8MI00364, BOB,YOUNG,C,2,REP,291065.00,0.00,291065.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,282901.00,MI,0.00,,,,,,8000.00,0,43281,28500,,,0
S8MI00372, JOHN,JAMES,C,2,REP,12551466.52,149488.83,12043511.62,0.00,0.00,507954.88,0.00,50000.00,0.00,50000.00,0.00,0.00,11952393.98,MI,0.00,,,,,,375144.19,1227.6,43465,96576.32,,,2800
S8MI00414, SANDY,PENSLER,C,2,REP,5235246.90,0.00,5235247.00,0.00,0.00,0.00,9577.80,5000000.00,0.00,0.00,0.00,0.00,187556.00,MI,0.00,,,,,,0.00,0,43373,3542,,,0
S8MI00380, ANITA E,BELLE,C,3,GRE,4596.00,0.00,223.00,0.00,0.00,4373.00,40.00,3387.00,968.00,0.00,0.00,4355.00,201.00,MI,0.00,,,,,,0.00,0,43008,0,,,0
S8MI00422, VALERIE LEE,WILLIS,C,3,IND,2337.00,0.00,16944.00,0.00,5.00,5.00,0.00,2237.00,0.00,97.00,0.00,14677.00,100.00,MI,0.00,,,,,,0.00,0,43465,0,,,0
S8MI00398, BRIAN JAMES,ELLISON,C,3,LIB,8023.00,0.00,5153.00,0.00,0.00,2870.00,3872.00,0.00,0.00,0.00,0.00,0.00,4150.00,MI,0.00,,,,,,0.00,0,43190,0,,,0
S6MN00267, AMY,KLOBUCHAR,I,1,DEM,8132759.12,587503.52,6941152.26,0.00,1881667.00,3935476.60,0.00,0.00,0.00,0.00,0.00,0.00,6031518.94,MN,0.00,,,,,,1493360.13,5000,43465,65319.48,,,18500
S8MN00438, AL,FRANKEN,I,1,DEM,3695955.78,210841.25,2379143.57,2171.00,1332743.39,2649554.81,0.00,0.00,0.00,0.00,0.00,0.00,3352020.29,MN,0.00,,,,,,71550.00,0,43465,236590,,,20500
S8MN00578, TINA,SMITH,I,1,DEM,9221473.92,383642.80,8787690.79,2700.00,0.00,433782.60,5400.00,0.00,0.00,0.00,0.00,0.00,7313957.35,MN,0.00,,,,,,1500307.13,0,43465,52895.19,,,3500
S8MN00602, NICK,LEONARD,C,1,DEM,2775.00,0.00,2499.00,0.00,0.00,275.00,1200.00,0.00,0.00,0.00,0.00,5401.00,1575.00,MN,0.00,,,,,,0.00,0,43298,0,,,0
S2MN00266, KURT PATRICK,BILLS,C,2,REP,0.00,0.00,473.70,0.00,-552.00,-1031.21,0.00,0.00,0.00,0.00,0.00,52254.23,0.00,MN,0.00,,,,,,0.00,0,43465,0,,,0
S4MN00338, NIKOLAY N,BEY,C,2,REP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MN,0.00,,,,,,0.00,0,43284,0,,,0
S4MN00361, JULIANNE,ORTMAN,C,2,REP,140.00,0.00,176.00,0.00,48.00,4.00,0.00,50.00,0.00,0.00,0.00,49563.00,90.00,MN,0.00,,,,,,0.00,0,43465,0,,,0
S8MN00552, JAMES WALLACE,NEWBERGER,C,2,REP,258768.76,0.00,258688.67,0.00,0.00,79.48,1700.00,0.00,0.00,0.00,0.00,0.00,246768.76,MN,0.00,,,,,,8200.00,2100,43465,699.99,,,80
S8MN00586, KARIN,HOUSLEY,C,2,REP,4697809.09,79975.53,4682067.29,0.00,0.00,15741.43,5400.00,180000.00,0.00,180000.00,0.00,18618.80,3829946.46,MN,0.00,,,,,,547135.79,53475,43465,34305,,,19000
S8MN00594, BOB,ANDERSON,C,2,REP,9800.00,0.00,10791.00,0.00,1026.00,34.27,7625.00,0.00,0.00,0.00,0.00,0.00,6800.52,MN,0.00,,,,,,0.00,0,43326,0,,,0
S8MN00628, RICHARD,PAINTER,C,3,DFL,298780.34,0.00,290337.11,0.00,0.00,8442.32,500.00,0.00,0.00,0.00,0.00,0.00,297103.34,MN,0.00,,,,,,0.00,0,43465,2971.63,,,0
S4MN00262, DEAN MALCOLM,BARKELY,C,3,IND,0.00,0.00,0.00,0.00,-9.00,-9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MN,0.00,,,,,,0.00,0,43465,0,,,0
S8MN00636, JERRY,TROOIEN,C,3,IND,1698879.49,0.00,1698195.17,0.00,0.00,684.32,1211500.00,481000.00,0.00,0.00,0.00,497948.76,5476.00,MN,0.00,,,,,,0.00,0,43465,0,,,0
S6MO00305, CLAIRE,MCCASKILL,I,1,DEM,37714657.65,2963215.80,38254849.68,200.00,781519.00,241328.55,174288.12,0.00,0.00,0.00,0.00,0.00,32029648.51,MO,0.00,,,,,,2401313.57,0,43465,452202.29,,,12500
S8MO00186, ANGELICA,EARL,C,1,DEM,2802.00,0.00,3671.00,0.00,1795.00,925.00,0.00,0.00,0.00,0.00,0.00,0.00,2650.00,MO,0.00,,,,,,152.00,0,43281,0,,,0
S0MO00183, ROY,BLUNT,I,2,REP,1514829.78,7227.00,973416.45,0.00,157283.00,698697.00,0.00,0.00,0.00,0.00,0.00,0.00,920504.68,MO,0.00,,,,,,504725.00,0,43465,11380,,,3500
S2MO00403, SARAH H,STEELMAN,C,2,REP,0.00,0.00,434.00,0.00,2243.00,2174.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MO,0.00,,,,,,0.00,0,43373,0,,,0
S8MO00137, RAFFAELE ANTONIO,MONETTI,C,2,REP,602619.81,0.00,602885.49,0.00,0.00,-265.00,25.00,77000.00,0.00,1282.89,0.00,0.00,522094.81,MO,0.00,,,,,,3500.00,0,43461,18247,,,0
S8MO00145, AUSTIN,PETERSEN,C,2,REP,650946.49,0.00,649181.94,0.00,0.00,1764.87,0.00,0.00,0.00,0.00,0.00,0.00,632416.41,MO,0.00,,,,,,6000.00,0,43465,13599.36,,,0
S8MO00160, JOSHUA DAVID,HAWLEY,C,2,REP,11946032.34,1421883.13,11470516.96,2611.00,0.00,475515.13,0.00,0.00,0.00,0.00,0.00,0.00,9314786.77,MO,0.00,,,,,,1120241.10,49394.01,43465,60150,,,5505
S8MO00178, B COURTLAND,SYKES,C,2,REP,34293.00,0.00,30921.00,0.00,0.00,4410.12,500.00,9030.00,0.00,1530.00,0.00,7500.00,25263.00,MO,0.00,,,,,,0.00,0,43465,0,,,0
S8MO00301, CHRISTINA,SMITH,C,2,REP,5137.00,0.00,5112.00,0.00,0.00,25.00,5112.00,0.00,0.00,0.00,0.00,0.00,25.00,MO,0.00,,,,,,0.00,0,43296,0,,,0
S8MO00327, JO,CRAIN,C,3,GRE,6335.38,0.00,6049.82,0.00,0.00,285.56,5700.38,200.00,0.00,200.00,0.00,0.00,235.00,MO,0.00,,,,,,0.00,200,43465,0,,,0
S8MO00202, CRAIG S,O''DEAR,C,3,IND,634715.30,0.00,622113.79,0.00,0.00,12601.72,146785.43,75000.00,0.00,0.00,0.00,75000.00,407005.09,MO,0.00,,,,,,2100.00,0,43465,470,,,0
S8MO00152, JAPHETH RAY,CAMPBELL,C,3,LIB,1785.00,0.00,1783.78,0.00,0.00,0.34,310.00,0.00,0.00,0.00,0.00,0.00,975.00,MO,0.00,,,,,,0.00,500,43430,50,,,0
S8MS00220, JENSEN MR,BOHREN,C,1,DEM,4447.00,0.00,4577.00,0.00,0.00,-130.00,0.00,248.00,2156.00,45.00,200.00,2289.00,1994.00,MS,0.00,,,,,,1.00,0,43281,47,,,0
S8MS00246, HOWARD,SHERMAN,C,1,DEM,1207911.00,0.00,1207909.33,0.00,0.00,0.00,0.00,0.00,940000.00,0.00,7000.00,933000.00,267411.00,MS,0.00,,,,,,500.00,0,43373,3700,,,0
S8MS00253, DAVID WAYNE,BARIA,O,1,DEM,904539.22,0.00,876607.37,0.00,0.00,28931.85,76.00,0.00,0.00,0.00,0.00,28274.93,871838.22,MS,0.00,,,,,,25700.00,6925,43465,500,,,0
S8MS00279, JAMES JERONE,GARLAND,O,1,DEM,0.00,0.00,1201.00,0.00,0.00,465.00,601.00,0.00,0.00,0.00,0.00,0.00,0.00,MS,0.00,,,,,,0.00,0,43204,0,,,0
S8MS00287, MICHAEL,ESPY,O,1,DEM,7488521.96,103000.00,7194351.26,0.00,0.00,294170.70,0.00,125000.00,0.00,125000.00,0.00,0.00,6412012.12,MS,0.00,,,,,,486570.67,52471.83,43465,74311.51,,,2250
S8MS00295, TOBEY BERNARD,BARTEE,O,1,DEM,4058.00,0.00,17091.00,0.00,0.00,-9511.00,0.00,0.00,0.00,0.00,0.00,0.00,4058.00,MS,0.00,,,,,,0.00,0,43390,80,,,0
S8MS00303, JASON,SHELTON,O,1,DEM,75313.00,0.00,72187.00,0.00,0.00,3126.00,0.00,14148.00,0.00,0.00,0.00,14148.00,60165.00,MS,0.00,,,,,,1000.00,0,43281,14495,,,0
S8MS00311, OMERIA LANE,SCOTT,C,1,DEM,20000.00,0.00,15808.00,0.00,0.00,4191.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MS,0.00,,,,,,0.00,0,43236,0,,,0
S4MS00120, CHRISTOPHER BRIAN,MCDANIEL,O,2,REP,668705.67,0.00,660838.77,0.00,0.00,7866.46,0.00,55000.00,0.00,0.00,0.00,55000.00,603300.67,MS,0.00,,,,,,9150.00,1000,43465,12700,,,0
S8MS00055, THAD,COCHRAN,I,2,REP,65849.00,0.00,113552.00,0.00,55587.00,7885.00,0.00,0.00,0.00,0.00,0.00,0.00,15123.00,MS,0.00,,,,,,50475.00,0,43281,15700,,,11500
S8MS00196, ROGER F,WICKER,I,2,REP,6113589.06,586579.37,5881444.87,0.00,1620434.00,1852578.42,25.00,0.00,0.00,0.00,0.00,0.00,3429620.60,MS,0.00,,,,,,2097262.09,0,43465,3635,,,2800
S8MS00238, RICHARD WARREN,BOYANTON,C,2,REP,60000.00,0.00,0.00,0.00,60000.00,25042.00,60000.00,60000.00,0.00,25000.00,0.00,0.00,250.00,MS,0.00,,,,,,0.00,0,43205,0,,,0
S8MS00261, CINDY,HYDE-SMITH,O,2,REP,5545933.30,250667.02,5492018.91,0.00,0.00,53914.06,0.00,0.00,350000.00,0.00,350000.00,0.00,3325210.39,MS,0.00,,,,,,1520323.45,97400,43465,13051,,,20000
S6MT00162, JON,TESTER,I,1,DEM,18686615.43,1190926.45,19757019.91,0.00,1550978.00,480573.87,0.00,0.00,0.00,0.00,0.00,0.00,15034106.42,MT,0.00,,,,,,2417939.00,0,43465,214397.53,,,1500
S8MT00010, MAX,BAUCUS,C,1,DEM,19012.67,0.00,147264.98,0.00,1072137.00,943885.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MT,0.00,,,,,,0.00,0,43465,0,,,0
S8MT00267, GREG,STRANDBERG,C,1,DEM,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,MT,0.00,,,,,,0.00,0,43154,0,,,0
S2MT00096, STEVEN,DAINES,I,2,REP,961862.18,8485.00,437131.96,0.00,925444.00,1450176.34,0.00,0.00,0.00,0.00,0.00,0.00,419146.72,MT,0.00,,,,,,499526.00,0,43465,24850,,,2000
S6MT00097, DENNIS RAY,REHBERG,C,2,REP,9279.00,0.00,5500.00,0.00,1705.00,5484.00,0.00,0.00,0.00,0.00,0.00,202992.00,0.00,MT,0.00,,,,,,0.00,0,43465,0,,,0
S8MT00200, ALBERT DAVID,OLSZEWSKI,C,2,REP,326245.00,0.00,326244.00,0.00,0.00,0.00,2700.00,100000.00,0.00,18168.00,0.00,81831.00,217987.00,MT,0.00,,,,,,5180.00,0,43373,50,,,0
S8MT00218, TROY,DOWNING,C,2,REP,1495357.00,0.00,1484804.00,0.00,0.00,10550.81,0.00,1100000.00,0.00,0.00,0.00,282156.32,388890.00,MT,0.00,,,,,,5500.00,0,43465,47700,,,0
S8MT00226, RONALD,MURRAY,C,2,REP,1455.00,0.00,1348.00,0.00,0.00,106.00,0.00,1000.00,0.00,0.00,0.00,0.00,455.00,MT,0.00,,,,,,0.00,0,43008,0,,,0
S8MT00234, MATT,ROSENDALE,C,2,REP,5994022.92,601650.03,5924058.32,0.00,6213.02,76178.38,0.00,157831.00,0.00,236694.00,0.00,157831.00,4549340.98,MT,0.00,,,,,,605383.00,49850,43465,161710,,,2001
S8MT00275, RUSSELL C,FAGG,C,2,REP,1189552.94,0.00,1189554.91,0.00,0.00,0.00,40000.00,70293.99,0.00,0.00,0.00,70293.99,1069123.00,MT,0.00,,,,,,10000.00,0,43465,178950,,,0
S0NC00202, CAL,CUNNINGHAM,C,1,DEM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NC,0.00,,,,,,0.00,0,43373,0,,,0
S2NC00091, DANIEL JR,BLUE,C,1,DEM,0.00,0.00,0.00,0.00,779.00,779.00,0.00,0.00,0.00,0.00,0.00,165500.00,0.00,NC,0.00,,,,,,0.00,0,43281,0,,,0
S6NC00266, DEBORAH K,ROSS,C,1,DEM,154470.73,0.00,138359.00,0.00,43319.00,59430.77,0.00,0.00,0.00,0.00,0.00,0.00,24151.00,NC,0.00,,,,,,0.00,0,43465,53094,,,2700
S6NC00274, KEVIN DAY,GRIFFIN,C,1,DEM,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,67875.63,0.00,NC,0.00,,,,,,0.00,0,43465,0,,,0
S2NC00083, ELIZABETH,DOLE,C,2,REP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NC,0.00,,,,,,0.00,0,42916,-27792,,,0
S4NC00089, RICHARD M,BURR,I,2,REP,346090.03,843.00,334285.51,0.00,235536.00,247341.96,0.00,0.00,0.00,0.00,0.00,0.00,41176.00,NC,0.00,,,,,,65500.00,5000,43465,0,,,0
S4NC00147, GREGORY JOSEPH,BRANNON,C,2,REP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NC,0.00,,,,,,0.00,0,42758,0,,,0
S4NC00162, THOM R,TILLIS,I,2,REP,2389872.26,138451.09,490922.26,0.00,126493.00,2025444.43,0.00,0.00,0.00,0.00,0.00,0.00,1241970.64,NC,0.00,,,,,,1006948.00,0,43465,31239,,,0
S6NC00324, MARCIA KAREN DR PHD,ABRAMS,C,2,REP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NC,0.00,,,,,,0.00,0,42916,0,,,0
S2ND00040, BYRON L,DORGAN,C,1,DEM,383.05,0.00,55033.84,0.00,129484.00,74835.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ND,0.00,,,,,,0.00,0,43465,0,,,0
S2ND00099, HEIDI,HEITKAMP,I,1,DEM,29525599.65,975830.43,23660193.94,0.00,618450.00,6483856.47,0.00,0.00,0.00,0.00,0.00,0.00,25588061.79,ND,0.00,,,,,,2920093.62,1000,43465,459514.53,,,21800
S2ND00107, MICHAEL REVEREND,STEELE,,1,DEM,196.00,0.00,0.00,0.00,0.00,196.00,3.00,0.00,0.00,0.00,0.00,0.00,193.00,ND,0.00,,,,,,0.00,0,43465,0,,,0
S6ND00108, ELIOT,GLASSHEIM,C,1,DEM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ND,0.00,,,,,,0.00,0,42825,0,,,0
S0ND00069, DUANE ,SAND,O,2,REP,3500.00,0.00,3500.00,0.00,1471.00,1471.00,0.00,3500.00,0.00,0.00,0.00,63344.00,0.00,ND,0.00,,,,,,0.00,0,43008,0,,,0
S0ND00093, JOHN,HOEVEN,I,2,REP,372455.00,4581.00,466189.27,0.00,1822584.00,1754232.56,0.00,0.00,0.00,0.00,0.00,100000.00,166262.00,ND,0.00,,,,,,201599.00,0,43465,100,,,2500
S8ND00120, KEVIN MR.,CRAMER,C,2,REP,6031115.66,793944.66,6231101.27,0.00,395408.26,195522.33,0.00,0.00,0.00,0.00,0.00,0.00,3721721.43,ND,0.00,,,,,,1443986.21,57600,43465,62968.67,,,10207.76
S6NE00095, E BENJAMIN,NELSON,O,1,DEM,33.00,0.00,11394.00,0.00,9885.00,524.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NE,0.00,,,,,,0.00,0,43465,-1900,,,0
S8NE00133, SCOTT MICHAEL,KLEEB,O,1,DEM,0.00,0.00,0.00,0.00,756.00,756.00,0.00,0.00,0.00,0.00,0.00,59155.00,0.00,NE,0.00,,,,,,0.00,0,42916,0,,,0
S8NE00141, LARRY,MARVIN,C,1,DEM,35207.23,0.00,32511.00,0.00,1747.00,0.00,0.00,35207.00,0.00,4779.00,0.00,0.00,0.00,NE,0.00,,,,,,0.00,0,43265,0,,,0
S8NE00182, JANE,RAYBOULD,C,1,DEM,2106074.58,4139.32,2104607.23,0.00,0.00,1466.16,28383.00,55000.00,0.00,0.00,0.00,0.00,1859140.17,NE,0.00,,,,,,155466.51,0,43465,22560.68,,,750
S8NE00224, FRANK B,SVOBODA,C,1,DEM,50000.00,0.00,2853.00,0.00,0.00,47146.00,16000.00,34000.00,0.00,0.00,0.00,34000.00,0.00,NE,0.00,,,,,,0.00,0,43205,0,,,0
S2NE00094, DEBRA S,FISCHER,I,2,REP,4508637.55,340857.09,5015890.38,0.00,1018869.00,511616.90,0.00,0.00,0.00,0.00,0.00,0.00,2294909.33,NE,0.00,,,,,,1871393.00,0,43465,13277,,,7000
S4NE00082, BARTHOLOMEW L,MCLEAY,O,2,REP,2000.00,0.00,852.00,0.00,657.00,1804.00,0.00,2000.00,0.00,0.00,0.00,151688.00,0.00,NE,0.00,,,,,,0.00,0,43465,0,,,0
S4NE00090, BENJAMIN E,SASSE,I,2,REP,974995.29,415812.29,592588.38,0.00,978652.00,1361057.43,0.00,0.00,0.00,0.00,0.00,177757.00,245195.00,NE,0.00,,,,,,313966.00,0,43465,0,,,1000
S4NE00132, CLIFTON R,JOHNSON,O,2,REP,0.00,0.00,20.00,0.00,41.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NE,0.00,,,,,,0.00,0,42916,0,,,0
S4NE00157, TODD,WATSON,C,2,REP,64323.00,0.00,64321.00,0.00,0.00,0.00,0.00,35800.00,0.00,14500.00,0.00,21299.00,28523.00,NE,0.00,,,,,,0.00,0,43465,0,,,0
S8NE00117, MICHAEL O,JOHANNS,C,2,REP,0.00,0.00,5404.00,0.00,5404.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NE,0.00,,,,,,0.00,0,42991,0,,,0
S8NE00208, DENNIS FRANK,MACEK,C,2,REP,28600.00,0.00,28634.00,0.00,0.00,0.00,5386.00,22000.00,0.00,2500.00,0.00,0.00,1214.00,NE,0.00,,,,,,0.00,0,43496,0,,,0
S0NH00219, JEANNE,SHAHEEN,I,1,DEM,981860.91,120.06,704750.67,0.00,190318.00,467428.19,0.00,0.00,0.00,0.00,0.00,0.00,662119.05,NH,0.00,,,,,,310900.00,0,43465,5280.5,,,0
S6NH00091, MARGARET WOOD,HASSAN,I,1,DEM,1285289.17,74422.00,1007835.29,0.00,133450.00,410906.24,0.00,0.00,0.00,0.00,0.00,0.00,1102708.17,NH,0.00,,,,,,82000.00,0,43465,11510,,,0
S8NH00139, KATRINA,SWETT,C,1,DEM,16.15,0.00,81976.95,0.00,81961.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NH,0.00,,,,,,0.00,0,43249,0,,,0
S8NH00147, STEVE,MARCHAND,C,1,DEM,0.00,0.00,0.00,0.00,2922.00,2922.00,0.00,0.00,0.00,0.00,0.00,7500.00,0.00,NH,0.00,,,,,,0.00,0,43373,0,,,0
S0NH00235, KELLY A,AYOTTE,I,2,REP,62422.00,0.00,101203.39,0.00,176170.00,137387.98,0.00,0.00,0.00,0.00,0.00,0.00,-20.00,NH,0.00,,,,,,0.00,0,43465,216,,,0
S0NH00268, OVIDE MARC,LAMONTAGNE,O,2,REP,0.00,0.00,0.00,0.00,5362.00,5362.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,NH,0.00,,,,,,0.00,0,43465,0,,,0
S0NJ00068, BRENDAN THOMAS JR,BYRNE,C,1,DEM,82711.00,0.00,5416.00,0.00,1258950.00,1336238.00,0.00,0.00,0.00,0.00,0.00,690000.00,0.00,NJ,0.00,,,,,,0.00,0,43465,0,,,0
S2NJ00080, FRANK R,LAUTENBERG,C,1,DEM,0.00,0.00,0.00,0.00,89803.00,89803.90,0.00,0.00,0.00,0.00,0.00,1090000.00,0.00,NJ,0.00,,,,,,0.00,0,43465,0,,,0
S4NJ00185, CORY A,BOOKER,I,1,DEM,6012679.26,2024500.00,3257638.51,0.00,1380448.00,4135489.48,0.00,0.00,0.00,0.00,0.00,167389.96,3771708.56,NJ,0.00,,,,,,188350.00,2850,43465,94182.83,,,600
S6NJ00172, ROBERT G,TORRICELLI,C,1,DEM,318.62,0.00,115533.20,0.00,293002.00,177789.95,221.00,0.00,0.00,0.00,0.00,0.00,20.00,NJ,0.00,,,,,,0.00,0,43373,0,,,0
S6NJ00289, ROBERT,MENENDEZ,I,1,DEM,9579191.36,1713098.74,11003884.46,0.00,1644124.00,219431.60,0.00,0.00,0.00,0.00,0.00,0.00,6322437.03,NJ,0.00,,,,,,1525118.62,5000,43465,70987.32,,,16400
S8NJ00392, ROBERT E,ANDREWS,C,1,DEM,93.16,0.00,240.00,0.00,1872.00,1728.44,0.00,0.00,0.00,0.00,0.00,114656.39,0.00,NJ,0.00,,,,,,0.00,0,43465,0,,,0
S8NJ00459, SEAN A,THOM,C,1,DEM,11980.36,0.00,11980.36,0.00,0.00,0.00,679.55,0.00,0.00,0.00,0.00,0.00,11300.81,NJ,0.00,,,,,,0.00,0,43281,2700,,,0
S8NJ00475, MICHAEL STARR,HOPKINS,C,1,DEM,46924.00,0.00,46924.00,0.00,0.00,0.00,0.00,5250.00,0.00,510.00,0.00,0.00,41674.00,NJ,0.00,,,,,,0.00,0,43190,0,,,0
S8NJ00491, MITCHELL,HORN,C,1,DEM,5500.00,0.00,5500.00,0.00,0.00,0.00,0.00,5500.00,0.00,5500.00,0.00,0.00,0.00,NJ,0.00,,,,,,0.00,0,43200,0,,,0
S4NJ00169, RICHARD J,PEZZULLO,C,2,REP,124487.00,0.00,124707.55,1500.00,1346.00,1078.83,2131.00,107000.00,0.00,100000.00,0.00,22000.00,15356.00,NJ,0.00,,,,,,0.00,0,43465,0,,,0
S4NJ00292, BRIAN DAVID MR,GOLDBERG,C,2,REP,10810.00,0.00,9881.02,0.00,150.00,1079.00,0.00,4034.00,0.00,2600.43,0.00,9533.00,6775.00,NJ,0.00,,,,,,0.00,0,43465,0,,,0
S6NJ00131, DICK,ZIMMER,C,2,REP,0.00,0.00,865.05,0.00,11073.00,10206.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NJ,0.00,,,,,,0.00,0,43465,0,,,0
S6NJ00271, THOMAS H JR,KEAN,C,2,REP,0.00,0.00,27.00,0.00,1118.00,1090.00,0.00,0.00,0.00,0.00,0.00,112000.00,0.00,NJ,0.00,,,,,,0.00,0,43465,0,,,0
S8NJ00012, JEFFREY,BELL,C,2,REP,5789.06,0.00,5747.84,0.00,74.00,115.17,0.00,3705.00,959.06,0.00,0.00,20649.33,1125.00,NJ,0.00,,,,,,0.00,0,43465,0,,,0
S8NJ00509, ROBERT,HUGIN,C,2,REP,39236111.14,26370.03,39113138.31,0.00,0.00,122972.96,0.00,36000000.00,0.00,0.00,0.00,301744.71,2938411.51,NJ,0.00,,,,,,202079.68,0,43465,6995,,,1000
S8NJ00558, MADELYN R,HOFFMAN,C,3,GRE,5893.00,0.00,5488.00,0.00,0.00,404.00,0.00,0.00,0.00,0.00,0.00,0.00,4878.00,NJ,0.00,,,,,,0.00,1015,43430,0,,,0
S8NJ00541, PATRICIA,FLANAGAN,C,3,IND,10025.00,0.00,8436.00,0.00,0.00,1108.00,0.00,0.00,0.00,0.00,0.00,0.00,10025.00,NJ,0.00,,,,,,0.00,0,43430,0,,,0
S8NJ00285, MURRAY,SABRIN,C,3,LIB,43031.00,0.00,42178.00,0.00,0.00,850.00,2650.00,0.00,0.00,0.00,0.00,0.00,40281.00,NJ,0.00,,,,,,0.00,100,43465,0,,,0
S2NM00088, MARTIN TREVOR,HEINRICH,I,1,DEM,6377069.86,468120.38,7263558.16,250000.00,1541461.00,654974.35,0.00,0.00,0.00,0.00,0.00,0.00,3944623.76,NM,0.00,,,,,,1909809.51,2000,43465,22887,,,2500
S8NM00184, TOM,UDALL,I,1,DEM,892291.01,2414.06,678058.35,0.00,233381.00,447613.74,0.00,0.00,0.00,0.00,0.00,13975.00,784056.03,NM,0.00,,,,,,96200.00,0,43465,9052.42,,,0
S0NM00041, STEVE,PEARCE,O,2,REP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,191296.00,0.00,NM,0.00,,,,,,0.00,0,43465,0,,,0
S2NM00070, GREG,SOWARDS,O,2,REP,0.00,0.00,0.00,0.00,1584.00,1584.27,0.00,0.00,0.00,0.00,0.00,38174.09,0.00,NM,0.00,,,,,,0.00,0,43465,0,,,0
S4NM00100, ALLEN,WEH,C,2,REP,0.00,0.00,4898.00,0.00,9886.00,4985.00,0.00,0.00,0.00,0.00,0.00,455000.00,0.00,NM,0.00,,,,,,0.00,0,43465,0,,,0
S8NM00200, MICK,RICH,C,2,REP,968899.39,0.00,967618.35,0.00,0.00,1278.45,77195.56,235500.00,0.00,0.00,0.00,235500.00,638773.49,NM,0.00,,,,,,16500.00,0,43465,6350,,,0
S8NM00218, AUBREY,DUNN,C,3,LIB,31226.00,0.00,26136.00,0.00,1000.00,0.00,0.00,28000.00,0.00,4525.00,0.00,0.00,3226.00,NM,0.00,,,,,,0.00,0,43373,0,,,0
S8NM00226, GARY,JOHNSON,C,3,LIB,395979.86,0.00,395365.08,0.00,0.00,614.78,0.00,107136.00,0.00,0.00,0.00,116750.00,287189.81,NM,0.00,,,,,,500.00,196,43465,153,,,0
S6NV00028, HARRY,REID,I,1,DEM,111555.88,0.00,255212.76,0.00,372777.00,229120.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NV,0.00,,,,,,0.00,0,43465,5200,,,0
